BrandID	BrandName	Count
2563282	De La Rosa	7
2071197	De Leckere	1
359203	De Loach	17
309774	De Luxe	27
2071240	De Molenhoeve	3
584505	DE MOLENS	1
2310866	De nieuwe band	116
1433686	DE NIGRIS	11
2071244	De Nijverheid	2
961722	De Rit	20
330597	De Roma	1
2071247	De Ruijter	18
2311003	De Ruy	1
2071266	De Theefabriek	1
2071268	De Thoolse	1
2563342	De Wafelbakkers	7
2071270	De West-Friesche Pindabranderij	1
2071272	De Wissel	1
2071274	De zaanse hoeve	10
2071285	De Zeeuwsche boerin	2
2444001	Dea mia	51
3062392	Dead Patriot Films	1
3046354	Deaf man's	3
584514	Dean Jacob's	32
2563356	Dean Jacobs	109
2311036	Dean's	108
2563473	Dean's Country Fresh	5
1433780	DEARNE	1
3062394	Death Row Records	1
2311061	Deaths Door	1
3062396	Deathwish, Inc.	1
2563518	Deb El	2
1433785	DEB/ANDW	4
2563521	Debbie-jo's	1
2071303	DeBeer	1223
2563523	Debeukelaer	1
1347009	Debica	77
584543	DeBoles	38
2311147	Deborah	499
2311152	Deborah Bioetyc	136
2563528	Deborah Kayes	4
961820	Deborah Milano	7
2311789	Debowa	8
2563534	Debrox	2
2563540	Dec A Cake	19
299427	DECA	62
448801	Decadry	36
299443	Decaslim	1
2563571	Decca	66
2563596	Deception	5
2311805	DECK	26
961900	DECLARE	6
249898	DECLEOR	333
1980099	DecoArt	369
1352242	Decola	257
786117	Decomax	8
3062439	Decon	2
181163	DECORE	1
2506333	Decoretto	130
2563641	Decoy	4
584603	Decubal	39
2563643	Dee Amore	7
300393	Dee Cee Laboratories	1
1433951	DEEP	47
187591	Deep Blue	15
2563662	Deep Foods	6
359301	Deep Freeze	3
359304	Deep Heat	6
2563679	Deep Pockets	5
2563701	Deep River	2
584631	Deep River Snacks	29
299445	Deep Sea Cosmetics	9
584662	Deep Steep	65
2735955	DeepCool	13
3062442	DeeperCalling	1
359317	DEEPIO	1
2563748	Deer Park	16
2509771	Deerfields Bakery	4
2563757	Deerfields Gluten Free	5
3062444	Def Soul Classics	1
482742	DEFA	31
2238998	Defa Lucy	64
2311841	Defance	30
3062446	Defend Films	1
177638	Defender	782
2311879	DEFIBTECH,	1
2563775	Defja	1
2311881	DEFLECT-O CORP.	28
2563778	DEFLECTO	11
2311906	DEFLECTO CORPORATION	9
312871	DEFORT	82
1434013	DEGA	6
2072708	Degens	1
1725484	Degree	98
1434050	DEHEER	6
2072713	Dei Fratelli	26
1434060	DEINHARD	2
3062448	DEJ Productions	16
962319	DEJA BLUE	36
734708	DEKKER	4
708707	Dekok	106
1351429	DEKraft	12
584712	DEKSI	35
2282456	DEL	39
2311952	Del Cabo	1
359427	DEL CAPITANO	17
359433	Del Castello	23
2072722	Del D?a	1
2563917	Del Duca	1
2311960	Del Fresco	3
2563920	Del Fuerte	1
2370063	DEL LABS	2
2563915	Del Luca	1
36678	Del Monte	1298
2564039	Del Oro	2
3046745	Del pino's	7
2564051	Del Sur	10
2312007	Del Valle	1
232558	DEL VERDE	34
2564371	Del's	5
2564065	Delacre	2
584758	Delallo	485
72242	Delamain	13
876447	Delamere	28
1720218	Delamotte	6
2528850	Deland	46
962441	DELAROM	33
2564188	Delaviuda	3
859380	DELBA	4
2072758	Delby?s	1
2564193	Deleyda	3
2072773	Delfts Brood	2
359615	Delgado	2
2563922	Delgrosso	21
2564210	Deli	6
584811	DELI CATESEN	1
1431378	Deli Continental	19
2506341	Deli Express	46
2564219	Deli Pack	1
2072788	DELI SOURCE	3
1602	DELIA	41
23049	Delica	24
2427905	Delicare	41
2072853	Delicatessen	1
1436189	Delicatessen Fine Eating	18
2564224	Delicatezza	6
2072855	Delicato	2
1434854	DELICE	1
2564231	Delice De France	2
962586	DELICIA	3
359642	Delicias	3
2072859	Delicieux	3
2564235	Delicious Bite	3
1434871	DELIFRANCE	3
2564240	Delipet	41
584840	DELISS	29
2564291	Delizza Patisserie	2
2312094	Dell	188
962618	DELL ALPE	47
584854	DELL AMORE	12
2312157	DELL MARKETING L.P.	1
2564303	Dell'alpe	5
2072881	Della	4
584858	DELLA GOURMET	11
776187	Dellos	17
3062465	Delmar	30
3062496	Delmark Records	2
3047110	Delmonico's restaurant	1
1434983	DELMONICOS	10
455163	DeLonghi	78
674406	Delord	17
359655	Delouis Fils	4
1435000	DELPHI	37
75420	DELSER	9
2552633	Delsym	15
2312207	DELT	10
697378	DELTA	5
3062499	Delta Entertainment	106
3062606	Delta Groove	1
3062608	Delta Jazzline	1
3062610	Delta Moon Records	1
572663	Delta parfum	115
2354183	DELTA TRAD	1
3062612	Delta UK	4
3062617	Deltamac	2
1352234	Delucci	67
694063	DELUX	67
2071199	Deluxe	4
298488	DeluxeComfort.com	4
2564392	Delverde	7
2072892	Demakup	3
2564401	Demed	1
2563316	Demet's	31
871530	Demeter	105
2312253	Demeter Natural Cool	6
2072897	Deming's	4
3047160	Demini	36
2536344	Demitris	9
2564423	Demolen	3
3062620	Demos Medical Publishing	1
708941	DEN BRAVEN	51
2072906	Den Eelder	5
2072912	Den Hickory	1
2072914	Den Hollander Food	1
2072916	Den Original	1
299459	Denco Easy Grip	1
2059266	DENENES	18
1702780	DENI	128
359842	DENIM	24
2072933	DENIVIT	6
299461	Denman	4
2564449	Denmark's Finest	1
2564442	Denmarks Finest	6
1659374	DENN	2
584948	Dennerle	91
3062622	Dennon Records	25
299466	Denorex	2
711944	Dental	15
1435230	Dental Clinic 2080	3
306343	Dental Concepts	1
263288	Dental Cosmetik Silca	9
1435237	Dental Fresh	4
711958	Dentalux	7
299476	DenTek	13
2291940	DENTEK ORA	2
210932	DENTINOX	3
359855	DENTIPLS	4
210941	DENTONIC	8
2317388	DENTURE NE	16
359857	DENTYL	6
1720248	Dentyne	112
2564474	Dentyne Fire	1
2564476	Dentyne Ice	3
2564482	Dentyne Pure	3
3062648	Denver Art Museum	1
963054	Deodorant Stone	9
2073029	DEOFLOR	1
1725509	Deoleen	11
2312321	Deonica	10
2312324	DEP	56
1435383	DEPA	8
299480	Depend	225
1662692	DEPPA	19
1109613	DERAY	1
963399	Derbes	2
187684	Derby	11
187686	Derby Blue	11
2312356	DERI	2
585127	DERLEA	9
2564742	Derlea Foods	1
1435431	DERLON	79
585135	Derma E	137
299495	Dermablend	1
299490	Dermablend Cosmetics	8
963440	Dermacol	603
299501	Dermactin-TS	1
299503	DERMAdoctor	13
963626	DERMAFREEZE 365	3
299516	Dermal-K	1
299391	Dermalogica	21
299535	Dermalogica AGE Smart	1
299520	Dermalogica Chroma White	1
299541	Dermarest	1
2564788	Dermasav	1
963716	DERMASEL AQUA	1
299543	Dermatend	2
2073195	DERMATINA	1
299547	Dermatix	1
653729	Dermatological Shampoos	4
299549	DermaWound	1
299551	Dermelect Cosmeceuticals	1
1356622	Dermi Cool	7
299553	Dermify - FDA Approved Treatment for Acne	1
299555	DERMITAGE	1
227656	DERMOPHIL	12
2564807	Dermoplast	2
299557	DermOrganic	6
187705	DERONI	19
3047189	Derosh	10
2564828	Deruijter	5
585247	DERUITER	2
585250	DERUYTER	1
359890	Derwent	467
585253	DESDRN	3
2564851	Desenex	1
299560	Desert Essence	202
2564877	Desert Gardens	1
3062653	Desert Island Films	54
3062708	Desert Mountain Media	6
585370	Desert Pepper	32
2312579	Desert Sweet	2
2564885	Desiam	11
2564902	Design Essentials Natural	10
3062715	Design Exchange	3
2564914	Design For Living	7
38827	Design Go	37
2221221	Design Master	1
193707	DESIGNER	7
1850757	Designer Collection	12
1858389	Designer Collection1	26
2564925	Designer Greetings	24
585414	DESIGNER PROTEIN WHEY	4
299563	DESIGNER SKIN	3
299567	Designer Supplements	2
299570	Designer Whey	41
2509581	Designer Whey Protein	4
2312589	DeSilver	1
3062719	Desire	2
1001004	DESIRE INTERNATIONAL	1
299572	Desitin	3
297125	DeSouza's	1
1435714	DESPERADO	1
2312614	Desperados	4
585533	DESPERATE HOUSEWIVES	1
2567117	Despicable Me 2	1
1435718	DESSA	1
3062722	DEStech Publications	1
3062724	Destiny Image	9
2073262	Destrooper	1
3062734	Destroy Entertainment	2
2073283	Detailresult	7
2073291	Detailresult Bakkerijen	12
2312652	Detangler	5
299577	Detecto	1
299575	Detecto Scale	1
964261	DETOUR	17
2565208	Detoxify	1
2073309	Dettelb	1
187844	DETTOL	515
2312729	Deuchars	2
3062737	Deutsche Grammophon	79
2565277	Deutschmacher	2
1435892	DEV CRM	1
585613	Deva	25
299582	Deva Curl	2
2565280	Deva Vegan Vitamins	18
299580	DevaConcepts	2
187851	Develey	12
2565291	Developlus	4
1353106	deVente	2199
3062817	Devine Entertainment	2
2312743	Devine Organics	1
299586	DeVita	39
2565300	Devita Natural Skin Care	15
299590	Devita Rx	1
305995	Devita Skin Care	1
360474	Devon Cottage	18
585688	Devonsheer	13
1435928	DEVOS -LEMMENS	7
299592	Devoted Creations	1
36374	DEWAL	544
299595	DEWALT	371
47802	Dewar's	61
2565355	Dexas	1
2312774	Dexas International	6
299632	Dexatrim	1
1669689	DEXIM	2
2761838	DEXTRIM	44
360599	DEXTRO	4
2565369	DEXXXON	16
2278100	DEY	27
439744	Dezzie	4135
2565390	Df Mavens	13
2312828	DFE	1
2565409	Dg	19
3062820	DG Distributors	11
2565427	Dg Ting	1
2565437	Dgari	11
2565474	Dhea	1
2312857	DHOB	6
2565476	Di Bruno Bros	20
2565487	Di Bruno Bros.	34
794560	Di Daneli	456
2565532	Di En	4
67343	Di Mare	11
753132	DI MARTINO	2
2565541	Di Stefano	1
3261751	di valore	96
187898	Di Vita	26
2566147	Di-gel	4
585890	DIABEA	11
2333745	DIABETIC S	4
2565548	Diabetic Tussin	1
250099	DIACOLOR	65
360614	Diademine	173
2073672	DIADERMINE	28
152002	DIAEGO 101	3
2398459	Diageo	1
211084	Dial	287
2315165	DIAL/GILLE	9
965559	Dialfa Pharmaceuticals	8
230703	Dialog	134
3062832	Dialogue International	4
3062837	Diam Music	3
1436417	DIAMAN	4
2073706	Diamant	3
187911	DIAMANTE	24
3062841	Diamante Films	31
2073712	Diamarine	1
585938	DIAMND	4
299641	Diamond	61
3047348	Diamond bakery	6
1729523	Diamond Collection	12
2565631	Diamond Crystal	9
3062873	Diamond Entertainment	107
3062981	Diamond Farm Book Publishers	11
2565647	Diamond Of California	7
2312950	Diamond Standard Vodka	1
2312952	Diamond White	2
2565636	Diamond-herpanacine	2
2312965	DIAN	1
211091	DIANA	11
2565725	Diana's Bananas	3
2529656	Dianas Bananas	1
585964	DIANE VON FURSTENBERG	12
2073801	Diane's Garden	11
299646	Diastix	1
2066078	DIAVOLO	1
2565873	Dibella	5
3062993	DIC Entertainment	19
299648	DICESARE	1
585974	DiChickO's	4
2565896	Dick & Jane	4
585992	Dickinson	47
2565913	Dickinson's	3
2565949	Dicon	1
527404	Dicota	3
2565975	Dicota PerfectSkin	10
2313013	Didax	232
2073832	Didden Quality	3
56517	Diddlina	35
2313247	DIE	1
2073837	Dieettella	1
2566072	Dieffenbach's	9
1436704	DIELE	2
31034	Diemme	25
3047690	Dierbergs	112
250165	DIESEL	147
250180	DIESEL PLUS	4
3047803	Diestel Turkey ranch	16
966246	Diet Esthetic	54
2566103	Diet Mug	1
966268	DIET RITE	163
2566112	Diet Works	2
304203	Dietcalc Health Care Products	1
2566117	Dietworks	1
2566119	Dietz & Watson	4
3048031	Dietz&watson	140
3063013	Difference Media	1
2011093	Difrax	59
2372833	DIG	4
3063015	DIG Music	1
2566145	Digcl	1
299652	Digestive Advantage	1
262707	DIGIDATA	4
1892866	DigiLife	1
966678	DiGiorno	133
3601751	DIGIS	17
734712	DIGITAL	6
3063017	Digital Disc	2
3063020	Digital Media Rights	1
3063022	Digital Multimedia	2
3063025	Digital World Group	3
2566222	Digitpal	2
2507962	Digitus	407
3063029	Digiview Entertainment	58
1964107	DIGMA	2
454377	DIGO	21
2566324	Digz	1
2073879	Dikkie Dik	2
1980124	Dikson	108
3048232	Dilettante	22
706412	Dilis	280
586121	Dillon	13
31479	Dilmah	175
3268569	dilon	196
449672	Dimanche	42
3063088	Dimension Extreme	11
3063099	Dimension Films	1
2073886	Dimes	76
2552636	Dimetapp	9
360801	Dimple Pinch	4
2566366	Dimples	10
3063101	Dine Alone Records	1
1815868	Dingo	16
103133	Dingslebener	11
2566383	Dinicola	4
451465	Dino Rolf	2
1437385	DINOSAUR	5
2566400	Dinosaur Bar-b-que	4
2566416	Dinty Moore	6
4756	DIOR	1
2566446	Dip-it	1
2313373	DIPA	10
2016438	DIPISTOL	7
2313399	Diploma Mill	15
2313409	Diplomatico	4
3048504	Diplona	3
1437435	Diplona Professional	14
2566450	Dipper Icecream Cones	2
2566459	Dippin	3
2566463	Dippin Stix	5
2566455	Dippin' Chips	3
2158251	DIRANZO	3
3063103	Dire Wit Films	1
308630	Direct 2u Wholesale LLC	1
3063105	Direct Cinema Limited	4
3063110	Direct Source	105
3063216	Direct Video DVD	13
2313424	DIRK	1
2073990	Dirk Banket	2
2073993	Dirk van den broek	1
24019	Dirol	240
3063230	Dirter Promotions	1
2566527	Dirty	8
586173	Dirty Chips	14
967911	DIRTY ENGLISH	1
1437747	DIS- LUI EXTREME	1
2313428	DISA	3
3063232	Disa Records	42
360835	Disaronno	15
3063275	Discipline Global Mobile	1
3063277	Disco Activisto	1
2566876	Discos	2
3063279	Discos 605	3
3063283	Discos Fuentes	2
3063286	Discos Sabinas	1
3063288	Discotek Media	29
1437665	DISCOVER	1
2313442	Discover Group	53
967963	DISCOVERIES	1
3063318	Discovery Channel	90
3063409	Discovery Education	196
3063606	Discovery Pet Video	2
335687	DISCREET	28
2291962	DISCUS DEN	1
299413	Discus Dental & NOVAbrite Labs	1
3063609	Disengaged Productions	1
2566890	Dishwasher Magic	5
3063611	Disinformation Company	12
3063624	Disky Records	7
299664	Disney	1088
2566949	Disney Baby	1
3063632	Disney Educational	139
2566973	Disney Fairies	1
968075	DISNEY PARFUME	28
968118	Disney Princess	6
299666	Disney Princess Glitter and Lipgloss	1
2220987	Disney Винни	5
2220995	Disney Минни	14
2220989	Disney Принцессы	33
2221189	Disney Самолеты	2
2220991	Disney Тачки	40
586454	Disney's World	17
2567167	Disposer Care	1
3063772	DISTANZ Verlag	1
282240	Distell	10
2277431	Distilleries Provence	6
3063774	Distinctive Movie	40
2567374	Distinctive Sweets	2
3063815	Distribpix	1
3063817	Distribution Select	1
3063819	DistriMax	43
968321	DITA VON TEESE	4
586532	DITKAS	3
2567389	Dittmann	8
2567401	Diurex	4
5189	DIVA	23
2567408	Diva Cup	1
299673	Diva International Inc.	2
299676	divaderme	1
586541	DIVAGE	1238
80269	DIVELLA	43
2313593	DIVERSE ID PRODUCTS OF FLORIDA,	4
2313595	Diversey	28
2379765	DIVERSIFIE	1
2313617	DIVERSIFIED WOODCRAFTS INC	6
586626	DIVINA	72
360908	Divine	41
586633	DIVINE Chocolate	29
360909	Divine Delight	3
2313625	Divine Flavor	1
1438005	DIXAN	3
360929	DIXCEL	2
2511465	DIXER	48
211258	DIXIE	126
2313627	Dixie Beer	1
360935	Dixie Pro	51
2313681	Dixon Ticonderoga	183
2313698	DIXON TICONDEROGA COMPANY	21
2313833	DIXON-TICONDEROGA	19
17735	DIZAO	151
360988	Dizzle	10
3048808	Dizzy pig	5
2506238	Djarum	43
2074457	Djawa	2
56218	Djeco	27
3063863	DK Publishing	14
1894429	DKNY	27
2313861	DLAA	1
945729	DLISH	3
2399895	DLT	1
586651	DLYDTX	4
3303232	DMB	7
2313870	DMEY	1
3063878	DMG	3
300378	DMI	1
586684	DMSO	13
2312545	DMX	3
299684	DMZ-1	1
2313873	DN	2
306217	DNA	1
968629	DNC	249
3063882	Do It Yourself Inc.	4
2313890	Do-A-Dot	23
211306	DOAK	25
2567751	Doan's	1
3063887	Dobbs Productions	4
2313918	DOBI	4
2532794	Dobla	15
1438453	DOBLE CAPA	2
3048819	Dobrova	36
298366	Doc Johnson	2554
302776	Doc Love	1
586706	Doc Pierce's	2
702029	DOCASH	10
1438534	Dockland	2
2567879	Dockside Classics	4
3469254	doctor diesel	3
586710	DOCTOR In The KITCHEN	7
2567887	Doctor Kracker	7
361068	Doctor Nature	39
586715	Doctor Tempeh	1
298204	Doctor's Best	42
2567923	Doctor's Select	2
3063892	Docurama	57
2074705	DODOT	34
1438575	DOESBURG	1
2313951	DOFA	1
586723	DOFINO	19
1438597	Dog Chow	5
3063950	Dog Sports Video	1
2567955	Dog Whisperer	3
1980133	Dogfish Head	42
2538593	Doggie De Lites	1
969029	DOGSWELL	23
3063952	Dogwatch Media	2
3063955	Dogwise	3
2657498	Dogzilla	1
2074817	Dokkumer	1
2313980	DOLC	1
3063959	Dolce	2
2567979	Dolce Baby	1
2468112	Dolce fraietta	3
969154	DOLCE MILK&DOLCE FRUIT	55
2229143	Dolce Vita	7
361089	Dolce&Gabbana	811
586845	Dolcetto	16
3048892	Dolcezza	8
2567991	Dolci	1
2567993	Dolci Frutta	1
361101	Dole	657
586862	Dolfin	30
2314203	Dolin	4
211336	DOLITA	2
6009	Doliva	150
361193	DOLMIO	161
791061	Dolony	6
2568166	Dolores	12
2568178	Dolphin	1
3063962	Dolphin Face Productions	2
3063965	Dolphin Records	1
2332064	DOM	2
361256	Dom Perignon	41
1439233	DOMAINE	5
2314250	Domaine de Canton	1
2568195	Domaine De St Antoine	1
2074871	Domaine du Moulin Granger	1
691024	Domaine du tariquet	8
2314275	Domaine La Gemiere	1
42939	Domaine Laroche	38
2568208	Domaine Saint-vincent	1
17743	Domal	69
969509	DOMATA LIVING	6
155262	Domcraft	73
2391590	DOME INDUS	1
2314286	Dome Publishing	31
2074886	Domecq	1
2314315	Domecq Bodegas	1
586947	DOMENIK	51
263257	DOMESTIK	10
249	Domestos	204
361430	DOMEX	35
586995	DOMINEX	10
299704	Dominica Bay Rum	1
587007	Dominique's	1
969563	DOMINIQUES	5
969568	DOMINO	26
3063967	Domino USA	1
228859	DOMIX	94
1439384	DOMMEL	1
2074921	Dommelsch	3
2568293	Domo	12
723389	Domo S.R.L.	20
702290	Domori S.R.L.	13
3063969	DomoVideo	2
1661139	Domovoy	5
2074925	Domrose	1
2314332	DOMTAR	24
2314334	DOMTAR INC.	17
2568308	DOMTAR PAPER	16
1835746	Don Algodon	1
587025	DON BRUNO	10
2314373	Don Cruzado	2
361479	Don Eduardo	8
2568333	Don Elio	1
2314381	Don Hugo	1
187767	DON JULIO	36
2066920	DON LIMPIO	21
2568339	Don Miguel	1
2568344	Don Pablo's	3
2074938	Don Pancho	2
2314393	Don Papa	1
2568351	Don Pepino	1
587035	Don Pomodoro	11
1721256	Don Q	19
361628	Don Ramon	1
587046	DON SABROSA	9
2568355	Don Samuel	2
299706	DONA	2
2568364	Dona Arepa	2
587053	DONA MARIA	17
361561	Dona Paula	26
1948811	Donald Trump	1
446152	DONAU	409
2074969	Donbenigno	3
2059019	DONCELLA	1
846761	DONELLA	160
2488657	Dong Bang	2
675991	Dong Guan	81
1980106	Dong Won	46
488450	Dong-a	8
2568380	DONG-A PENCIL	1
1439569	DONKER	3
2074975	Donkers	2
969689	DONKEY CHIP	4
361600	DONMARIO	11
2247015	Donna Bella	2
43173	Donna Fugata	2
250790	DONNA KARAN	267
2074978	DONNA KARAN NEW YORK	1
969771	DONS CHUCK WAGON	13
2568430	Dont Go Nuts	11
2568105	Donut Gems	1
587097	DONUT HOUSE	2
2568443	Doo Gro	6
2568449	Dooley Inc	2
2314452	Dooley Inc.	35
2314481	Dooleys Toffee	1
2392491	Doom Bar	2
3063972	Doonaree	1
2074988	Door County, WI	6
2314482	Doorlys Rum	1
43515	Dopff&Irion	8
587135	DOPHIN	24
361632	Doppelherz	85
1666097	DOPPLER	6
2568502	Dora	4
587167	Doral	94
1933010	Dorall Collection	1
587177	Dorchester	5
361674	Dorco	120
3063974	Doremi Records	3
3063978	Dorian Sono Luminus	2
2568511	Dorina	1
2568513	Doritos	69
319660	DORMAN	35
759243	Dormeo	7
2568652	Dorot	20
299712	Dorothy Gray	1
702034	DORS	8
2568670	Dorsel	1
361724	DORSET	43
587232	DORSET CEREAL	8
2568692	Dorval	12
2017095	DOS CASTIL	5
6715	DOSIA	159
2568709	Dot Foods	13
2568723	DOT MANUFACTURING	3
2568732	Dots	1
2568748	Double  q	1
1187963	Double A	1
2568736	Double Blue	2
2314527	Double D Farms	1
2314530	Double Diamond	1
138892	DOUBLE DIPPERS	4
361761	Double Horse	29
2314535	Double Lion	25
2314561	Double Luck	3
3063981	Double Moon	1
2314567	Double Rabbits	1
3049288	Double rainbow	24
480911	DOUBLE STAY	3
2568751	Double-h	1
2314576	DOUC	11
2314588	Douglas Laing	2
43192	Dourthe	77
2075093	Doussy	5
2568764	Douwe egbert	11
361815	Douwe Egberts	140
545932	Doux	17
2568776	Doux De Montagne	1
3049337	Doux south	8
1639	Dove	2382
299719	Dove Energy Glow Body Lotion with Subtle Self Tanner Fair to Me	1
3063983	Dover Publications	15
361992	Doves	28
361995	Doves Farm	82
2314718	Dowling Magnets	49
2568957	Downey	3
2568959	Downeys	1
3063999	Downtown Entertainment	1
1717268	Downy	417
2314858	Dows	3
518458	Dox	1
3418707	doxa	29
1688189	DP Craft	1
3064001	DPR Records	1
3064003	DPTV Media	9
2314923	DQ Vodka	1
2314925	DQB	2
2569117	Dr Kracker	5
2569127	Dr Martins	6
2569148	Dr Mcdougalls	1
2569261	Dr Pepper	6
2569514	Dr Woods	2
2569057	DR. BRANDT	1
2566095	Dr. Brown's	1
2553339	Dr. Christopher's Formulas	23
2569095	Dr. Clark's Purity Products	1
2569097	Dr. Cocoa	2
2569100	Dr. Collins	1
2569105	Dr. Fresh	4
2569180	Dr. Miracle's	7
2569190	Dr. Neuzil's Irrigator	2
2569295	Dr. Praeger's	4
2569322	Dr. Rose's Remedies	2
2569457	Dr. Sears Baby	4
2569465	Dr. Sharp	1
2569463	Dr. Sharp Natural Oral Care	1
2569483	Dr. Tung's	5
2569489	Dr. Venessa's Formulas	2
2569499	Dr. Woods	14
2569517	Dr. Zang Homeopathic	2
971235	Dr.Adam	1
684921	Dr.Alder's	105
1777007	Dr.Alex	5
362064	Dr.Beckmann	141
299734	Dr.Blaine's	1
299736	Dr.Bob's	2
299738	Dr.Brandt	21
298776	Dr.Bronner's	178
261364	Dr.Brown's	123
299146	Dr.Christopher's	73
587731	Dr.Clark	8
299753	Dr.Clauder's	59
791121	Dr.Clean	16
2314932	Dr.Cool Science	5
299745	Dr.Dennis Gross Skincare	1
711964	Dr.Dent	4
3455578	dr.dias	11
362113	Dr.Fischer	64
587759	Dr.Foot	4
299747	Dr.Fresh	2
299727	Dr.George's	1
3466140	dr.gerard	19
299749	Dr.Hauschka	11
362169	Dr.Irena Eris Under Twenty	13
2075437	Dr.Jart	10
299751	Dr.John's Sugar Free Candies	1
306362	Dr.Kaplan	1
971304	Dr.Karg	6
587805	Dr.Ken's	23
362181	Dr.Klaus	36
362184	Dr.Konstantin Frank	20
63097	Dr.Korner	54
587832	Dr.KRACKER	15
1441003	Dr.LANGE	1
299827	Dr.Leonard's	1
299758	Dr.Levine	2
297294	Dr.Love	3
1713942	Dr.Marcus	18
587846	Dr.Martins	2
706024	Dr.Max	20
2569134	Dr.Mcdougall's	57
362195	Dr.McGillicuddy's	42
299762	Dr.Miracle's	1
299803	Dr.Natura	1
297232	Dr.Numb	1
362215	Dr.Oetker	636
996661	Dr.Oetker Fun Foods	57
1561952	Dr.Oetker Onken	91
362273	Dr.Pepper	835
289467	Dr.Pound	1
587939	Dr.Praeger's	64
550457	Dr.Scheller	4
299729	Dr.Scholl's	976
587972	Dr.Sears	15
587988	Dr.Sheffield's	10
362318	Dr.Sheller	10
587998	Dr.Shen's	7
3401438	dr.shuster	11
2075585	Dr.Siemer	2
588307	Dr.Singha's	7
299777	Dr.Smith's	1
362057	Dr.Stuart's	30
2075602	Dr.TEAL'S	14
362328	Dr.Theiss	89
2013122	Dr.Thunder	8
301887	Dr.Tung's Products.	1
519902	Dr.Tuttelle	18
2011094	Dr.Van Der Hoog	74
588012	Dr.Venessa's Formulas	33
1655916	Dr.WEB	4
299731	Dr.Wheatgrass (GrassFactor.com)	2
1441307	Dr.WITT	37
2569493	Dr.Wo	5
298364	Dr.Woods	31
1760413	Dr.Zoo	7
2314979	DRACKETT PROFSNL	1
3064013	Drafthouse Films	8
3064022	Drag City	1
3064024	Dragon Dynasty	8
2314984	Dragon Stout	1
735690	DRAGON TOYS	21
362373	Dragonfly	64
3064033	Dragonfly Distribution	2
972115	Dragonfly Tea	5
2569557	Drain Pro Gel	3
2569561	Drainout	2
299782	Drake's	14
299780	Drake's Cakes	1
1441339	DRAKENKL	2
2075635	Drakenkloof	4
2569567	Drakes	2
2569574	Dramamine	5
188272	DRAMBUIE	16
2569578	Drano	5
2068696	DRAPER	24
2569606	Drav	2
2286265	DRC	2
2315040	DrCl	1
2370911	DRD	2
2569609	Dre.W	9
2569619	Dread Head Chef	1
588123	DREAM	38
2569625	Dream Bone	2
2569628	Dream Chips	1
965573	DREAM COLLECTION	7
307827	Dream Essentials	1
2569636	Dream Gelato	4
312156	DREAM PARK	13
2569648	Dream Sticks	1
2569675	Dream Whip	1
1031600	DREAM WORKS	2
588137	DREAMB	4
2569676	Dreambaby	1
2569678	Dreambone	2
2569681	Dreamfields	7
2569686	Dreamgear	1
301361	Dreamgirl	1
362468	DREAMIES	13
2569695	Dreaming Cow	7
3064036	DreamMakers	1
3064038	DreamQuest Films	3
3064042	Dreamscape Media	41
299788	DreamTime	1
3064084	DreamWorks	83
3064089	DreamWorks Animated	11
3064170	DreamWorks Records	3
3064180	Dreamy Draw Releasin	2
2075680	Dreefsigt	4
6831	Dreft	81
696035	Dremel	17
362537	DRENCH	13
2180579	DREP	5
2569736	Drew's	7
2075744	Drew's LLC	19
588152	DREWS All NATURAL	37
3064183	Dreyfus	3
2569737	Dreymiller And Kray	8
588162	DRFRNK	2
3064187	DRG Records	5
2315055	DRGR	1
588165	DRGREE	7
2315057	DRGV	1
2315059	Dri Mark	17
2315073	DRI MARK PRODUCTS	3
362540	Dri Pak	13
1441797	DRI-PAK	7
2075765	Drie Haringen	1
1441741	DRIEHOEK	2
2315077	Driftless Organics	1
2569755	Drink Chia	7
2569764	Drink Maple	3
2403456	DrinkSupermarket	1
2288987	DrinkSupermarket Gifts	1
1351576	Driscoll's	18
297390	Drive	5
298417	Drive Medical	7
2569786	Driven	1
299801	Driven Sports	1
2398425	DRJ	1
2290621	DRL	4
3064193	DRL Books	1
2317999	DRM	1
2315115	DrMA	1
588271	DRNICK	5
2075794	Drogheria	10
2569799	Drogheria & Alimentari	17
2075805	Drogheria en Alimentari	1
2075807	Drogheria Euroma	1
2507690	Droll Yankees	3
2315130	Dromedary	5
3064195	Drop It Entertainment	1
1441851	DROPCLOWNTJES	2
2075813	Drossa	1
588288	Droste	69
362565	Drouhin	19
2315149	DrsR	1
3064197	DRT Entertainment	1
588315	DRTHEI	1
588317	DRTUNG	6
2298886	DRU	51
362581	Druk	50
126950	Drum	15
3064199	Drum Channel	7
3064207	Drum Workshop	2
3064210	Drummond & Smith Entertainment	5
2715007	DrWeb	2
2307008	DRY	2
2569953	Dry Idea	9
2569961	Dry Soda	9
2569964	Dryden & Palmer	5
588357	Dryden Palmer	18
3050378	Dryden&palmer	7
2569970	Dryel	2
362687	Drypers	66
588403	DRZHAN	10
299809	DS Laboratories	1
2315226	dSCH	3
3034787	Dsd merchandisers	47
2315230	DSEE	1
2274860	DSHP	307
1980135	DSL	57
446097	DSM	50
299811	DSM Nutritional Products	1
973001	Dsquared2	90
2315243	DTRA	39
2315283	DTRY	1
3064216	DTS Entertainment	21
3064238	Dub3	1
1442205	DUBBELDRANK	10
1442210	DUBBELFRISS	15
